DISTRICT,YEAR,WINNER,VOTES
KS-03,2012,libertarian,92675.0
KS-03,2012,republican,201087.0
KS-04,2012,republican,161094.0
KS-04,2012,democrat,81770.0
KS-04,2012,libertarian,16058.0
KY-01,2012,democrat,87199.0
KY-01,2012,republican,199956.0
KY-02,2012,republican,181508.0
KY-02,2012,independent,6304.0
KY-02,2012,democrat,89541.0
KY-02,2012,libertarian,4914.0
KY-03,2012,independent,4819.0
KY-03,2012,democrat,206385.0
KY-03,2012,republican,111452.0
KY-04,2012,democrat,104734.0
KY-04,2012,independent,8674.0
KY-04,2012,republican,186036.0
KY-05,2012,republican,195408.0
KY-05,2012,democrat,55447.0
KY-06,2012,democrat,141438.0
KY-06,2012,republican,153222.0
LA-01,2012,democrat,61703.0
LA-01,2012,republican,193496.0
LA-01,2012,no party affiliation,6079.0
LA-02,2012,democrat,158501.0
LA-02,2012,republican,38801.0
LA-02,2012,libertarian,6791.0
LA-03,2012,republican,139123.0
LA-03,2012,libertarian,3765.0
LA-03,2012,democrat,67070.0
LA-04,2012,republican,187894.0
LA-04,2012,libertarian,61637.0
LA-05,2012,libertarian,20194.0
LA-05,2012,no party affiliation,37486.0
LA-05,2012,republican,202536.0
LA-06,2012,libertarian,32185.0
LA-06,2012,no party affiliation,30975.0
LA-06,2012,republican,243553.0
ME-01,2012,republican,128440.0
ME-01,2012,democrat,236363.0
ME-02,2012,republican,137542.0
ME-02,2012,democrat,191456.0
MD-01,2012,libertarian,12857.0
MD-01,2012,republican,214204.0
MD-01,2012,democrat,92812.0
MD-02,2012,democrat,194088.0
MD-02,2012,libertarian,9344.0
MD-02,2012,republican,92071.0
MD-03,2012,republican,94549.0
MD-03,2012,democrat,213747.0
MD-03,2012,libertarian,11028.0
MD-04,2012,libertarian,6204.0
MD-04,2012,democrat,240385.0
MD-04,2012,republican,64560.0
MD-05,2012,green,5040.0
MD-05,2012,republican,95271.0
MD-05,2012,democrat,238618.0
MD-05,2012,libertarian,4503.0
MD-06,2012,democrat,181921.0
MD-06,2012,libertarian,9916.0
MD-06,2012,republican,117313.0
MD-07,2012,republican,67405.0
MD-07,2012,libertarian,8211.0
MD-07,2012,democrat,247770.0
MD-08,2012,green,5064.0
MD-08,2012,republican,113033.0
MD-08,2012,democrat,217531.0
MD-08,2012,libertarian,7235.0
MA-01,2012,democrat,261936.0
MA-02,2012,democrat,259257.0
MA-03,2012,democrat,212119.0
MA-03,2012,republican,109372.0
MA-04,2012,independent,10741.0
MA-04,2012,republican,129936.0
MA-04,2012,democrat,221303.0
MA-05,2012,republican,82944.0
MA-05,2012,democrat,257490.0
MA-06,2012,democrat,180942.0
MA-06,2012,libertarian,16739.0
MA-06,2012,republican,176612.0
MA-07,2012,democrat,210794.0
MA-07,2012,independent,41199.0
MA-08,2012,democrat,263999.0
MA-08,2012,republican,82242.0
MA-09,2012,independent,32655.0
MA-09,2012,republican,116531.0
MA-09,2012,democrat,212754.0
MI-01,2012,green,4168.0
MI-01,2012,libertarian,10630.0
MI-01,2012,democrat,165179.0
MI-01,2012,republican,167060.0
MI-02,2012,u.s. taxpayers,3176.0
MI-02,2012,green,2715.0
MI-02,2012,republican,194653.0
MI-02,2012,democrat,108973.0
MI-02,2012,libertarian,8750.0
MI-03,2012,democrat,144108.0
MI-03,2012,republican,171675.0
MI-03,2012,libertarian,10498.0
MI-04,2012,republican,197386.0
MI-04,2012,u.s. taxpayers,3506.0
MI-04,2012,democrat,104996.0
MI-04,2012,libertarian,4285.0
MI-04,2012,green,2776.0
MI-05,2012,none,6694.0
MI-05,2012,democrat,214531.0
MI-05,2012,libertarian,4990.0
MI-05,2012,republican,103931.0
MI-06,2012,republican,174955.0
MI-06,2012,democrat,136563.0
MI-06,2012,u.s. taxpayers,2591.0
MI-06,2012,libertarian,6366.0
MI-07,2012,libertarian,8088.0
MI-07,2012,republican,169668.0
MI-07,2012,democrat,136849.0
MI-07,2012,green,3464.0
MI-08,2012,republican,202217.0
MI-08,2012,none,6097.0
MI-08,2012,democrat,128657.0
MI-08,2012,libertarian,8083.0
MI-09,2012,green,4708.0
MI-09,2012,libertarian,6100.0
MI-09,2012,u.s. taxpayers,2902.0
MI-09,2012,republican,114760.0
MI-09,2012,democrat,208846.0
MI-10,2012,libertarian,4803.0
MI-10,2012,republican,226075.0
MI-10,2012,democrat,97734.0
MI-11,2012,green,4569.0
MI-11,2012,democrat,158879.0
MI-11,2012,natural law,3251.0
MI-11,2012,libertarian,9637.0
MI-11,2012,republican,181788.0
MI-12,2012,democrat,216884.0
MI-12,2012,libertarian,9867.0
MI-12,2012,republican,92472.0
MI-13,2012,u.s. taxpayers,4089.0
MI-13,2012,republican,38769.0
MI-13,2012,democrat,235336.0
MI-13,2012,libertarian,6076.0
MI-14,2012,republican,51395.0
MI-14,2012,libertarian,3968.0
MI-14,2012,democrat,270450.0
MI-14,2012,green,2979.0
MN-01,2012,democrat,193211.0
MN-01,2012,republican,142164.0
MN-02,2012,democratic-farmer-labor,164338.0
MN-02,2012,republican,193587.0
MN-03,2012,republican,222335.0
MN-03,2012,democratic-farmer-labor,159937.0
MN-04,2012,independence,21135.0
MN-04,2012,republican,109659.0
MN-04,2012,democrat,216685.0
MN-05,2012,republican,88753.0
MN-05,2012,democrat,262102.0
MN-06,2012,republican,179240.0
MN-06,2012,democratic-farmer-labor,174944.0
MN-07,2012,independence,15298.0
MN-07,2012,republican,114151.0
MN-07,2012,democrat,197791.0
MN-08,2012,republican,160520.0
MN-08,2012,democratic-farmer-labor,191976.0
MS-01,2012,libertarian,3584.0
MS-01,2012,republican,186760.0
MS-01,2012,constitution,2390.0
MS-01,2012,democrat,114076.0
MS-01,2012,reform,2367.0
MS-02,2012,democrat,214978.0
MS-02,2012,republican,99160.0
MS-02,2012,independent,4605.0
MS-02,2012,reform,1501.0
MS-03,2012,republican,234717.0
MS-03,2012,reform,58605.0
MS-04,2012,libertarian,17982.0
MS-04,2012,democrat,82344.0
MS-04,2012,reform,2108.0
MS-04,2012,republican,182998.0
MO-01,2012,libertarian,11824.0
MO-01,2012,republican,60832.0
MO-01,2012,democrat,267927.0
MO-02,2012,democrat,146272.0
MO-02,2012,republican,236971.0
MO-02,2012,constitution,2012.0
MO-02,2012,libertarian,9193.0
MO-03,2012,libertarian,12353.0
MO-03,2012,republican,214843.0
MO-03,2012,democrat,111189.0
MO-04,2012,constitution,2959.0
MO-04,2012,republican,192237.0
MO-04,2012,democrat,113120.0
MO-04,2012,libertarian,10407.0
MO-05,2012,libertarian,8497.0
MO-05,2012,democrat,200290.0
MO-05,2012,republican,122149.0
MO-06,2012,democrat,108503.0
MO-06,2012,libertarian,8279.0
MO-06,2012,republican,216906.0
MO-07,2012,democrat,98498.0
MO-07,2012,republican,203565.0
MO-07,2012,libertarian,16668.0
MO-08,2012,democrat,73755.0
MO-08,2012,libertarian,10553.0
MO-08,2012,republican,216083.0
MT-00,2012,republican,255468.0
MT-00,2012,democrat,204939.0
MT-00,2012,libertarian,19333.0
NE-01,2012,democrat,81206.0
NE-01,2012,republican,174889.0
NE-02,2012,republican,133964.0
NE-02,2012,democrat,129767.0
NE-03,2012,democrat,65266.0
NE-03,2012,republican,187423.0
NV-01,2012,republican,56521.0
NV-01,2012,independent american,4145.0
NV-01,2012,libertarian,4645.0
NV-01,2012,democrat,113967.0
NV-02,2012,independent american,6051.0
NV-02,2012,independent,11166.0
NV-02,2012,republican,162213.0
NV-02,2012,democrat,102019.0
NV-03,2012,democrat,116823.0
NV-03,2012,independent american,5600.0
NV-03,2012,republican,137244.0
NV-03,2012,independent,12856.0
NV-04,2012,democrat,120501.0
NV-04,2012,independent american,9389.0
NV-04,2012,libertarian,9341.0
NV-04,2012,republican,101261.0
NH-01,2012,democrat,171650.0
NH-01,2012,republican,158659.0
NH-01,2012,libertarian,14521.0
NH-02,2012,democrat,169275.0
NH-02,2012,republican,152977.0
NH-02,2012,libertarian,14936.0
NJ-01,2012,republican,92459.0
NJ-01,2012,democrat,210470.0
NJ-01,2012,reform,1177.0
NJ-01,2012,green,4413.0
NJ-02,2012,the people's agenda,1010.0
NJ-02,2012,democrat,116462.0
NJ-02,2012,libertarian,2699.0
NJ-02,2012,republican,166677.0
NJ-02,2012,constitutional conservative,1329.0
NJ-02,2012,"conservative, compassionate, creative",892.0
NJ-03,2012,bob?s for jobs,1104.0
NJ-03,2012,republican,174253.0
NJ-03,2012,no slogan,770.0
NJ-03,2012,democrat,145506.0
NJ-03,2012,legalize marijuana,1956.0
NJ-03,2012,none of them,530.0
NJ-04,2012,democrat,107991.0
NJ-04,2012,no slogan,3111.0
NJ-04,2012,republican,195145.0
NJ-05,2012,green,6770.0
NJ-05,2012,republican,167501.0
NJ-05,2012,democrat,130100.0
NJ-06,2012,independent,830.0
NJ-06,2012,republican,84360.0
NJ-06,2012,libertarian,1392.0
NJ-06,2012,overthrow all incumbents,868.0
NJ-06,2012,democrat,151782.0
NJ-06,2012,reform,406.0
NJ-07,2012,democrat,123057.0
NJ-07,2012,libertarian,4078.0
NJ-07,2012,republican,175662.0
NJ-07,2012,independent reform candidate,4518.0
NJ-08,2012,democrat,130853.0
NJ-08,2012,republican,31763.0
NJ-08,2012,unity is strength,1625.0
NJ-08,2012,restoring america?s promise,1710.0
NJ-08,2012,politicians are crooks,1839.0
NJ-09,2012,democrat,162822.0
NJ-09,2012,republican,55091.0
NJ-09,2012,constitution,1082.0
NJ-09,2012,abundant america,1138.0
NJ-10,2012,"change, change, change",3127.0
NJ-10,2012,republican,24271.0
NJ-10,2012,democrat,201435.0
NJ-10,2012,libertarian,1227.0
NJ-11,2012,republican,182237.0
NJ-11,2012,democrat,123897.0
NJ-11,2012,opposing congressional gridlock,3725.0
NJ-12,2012,republican,80906.0
NJ-12,2012,truth vision hope,1285.0
NJ-12,2012,independent,2261.0
NJ-12,2012,democrat,189926.0
NM-01,2012,republican,112473.0
NM-01,2012,democrat,162924.0
NM-02,2012,democrat,92162.0
NM-02,2012,republican,133180.0
NM-03,2012,republican,97616.0
NM-03,2012,democrat,167103.0
NY-01,2012,republican,106678.0
NY-01,2012,conservative,20053.0
NY-01,2012,democrat,134205.0
NY-01,2012,independence,4919.0
NY-01,2012,working families,10993.0
NY-02,2012,independence,6402.0
NY-02,2012,working families,6580.0
NY-02,2012,democrat,93375.0
NY-02,2012,conservative,19465.0
NY-02,2012,republican,116083.0
NY-03,2012,working families,6491.0
NY-03,2012,independence,5095.0
NY-03,2012,constitution,366.0
NY-03,2012,libertarian,1641.0
NY-03,2012,democrat,146016.0
NY-03,2012,republican,98455.0
NY-03,2012,conservative,14566.0
NY-04,2012,independence,3893.0
NY-04,2012,tax revolt,711.0
NY-04,2012,republican,84982.0
NY-04,2012,democrat,152590.0
NY-04,2012,conservative,15603.0
NY-04,2012,working families,7472.0
NY-05,2012,libertarian,1345.0
NY-05,2012,democrat,167835.0
NY-05,2012,republican,17875.0
NY-06,2012,working families,3994.0
NY-06,2012,republican,45992.0
NY-06,2012,green,1913.0
NY-06,2012,conservative,4853.0
NY-06,2012,democrat,107505.0
NY-07,2012,working families,8866.0
NY-07,2012,democrat,132456.0
NY-07,2012,conservative,7811.0
NY-08,2012,working families,5351.0
NY-08,2012,democrat,178687.0
NY-08,2012,republican,15841.0
NY-08,2012,conservative,1809.0
NY-08,2012,green,2441.0
NY-09,2012,green,2991.0
NY-09,2012,republican,20899.0
NY-09,2012,working families,7973.0
NY-09,2012,conservative,3265.0
NY-09,2012,democrat,178168.0
NY-10,2012,conservative,3871.0
NY-10,2012,working families,9092.0
NY-10,2012,republican,35440.0
NY-10,2012,democrat,155908.0
NY-11,2012,green,1939.0
NY-11,2012,conservative,12088.0
NY-11,2012,working families,4710.0
NY-11,2012,republican,91030.0
NY-11,2012,democrat,87718.0
NY-12,2012,democrat,184864.0
NY-12,2012,working families,8591.0
NY-12,2012,conservative,2252.0
NY-12,2012,republican,41969.0
NY-12,2012,independence,2471.0
NY-13,2012,republican,12132.0
NY-13,2012,socialist workers,5533.0
NY-13,2012,working families,4319.0
NY-13,2012,democrat,170470.0
NY-14,2012,working families,4644.0
NY-14,2012,democrat,116117.0
NY-14,2012,green,2570.0
NY-14,2012,conservative,2564.0
NY-14,2012,republican,19191.0
NY-15,2012,working families,2418.0
NY-15,2012,conservative,940.0
NY-15,2012,democrat,150243.0
NY-15,2012,republican,3487.0
NY-16,2012,democrat,173885.0
NY-16,2012,working families,5676.0
NY-16,2012,green,2974.0
NY-16,2012,republican,53935.0
NY-17,2012,we the people,2771.0
NY-17,2012,working families,9793.0
NY-17,2012,republican,91899.0
NY-17,2012,democrat,161624.0
NY-18,2012,republican,113386.0
NY-18,2012,conservative,19663.0
NY-18,2012,democrat,132456.0
NY-18,2012,working families,11389.0
NY-19,2012,working families,13265.0
NY-19,2012,independence,9509.0
NY-19,2012,conservative,17573.0
NY-19,2012,republican,122654.0
NY-19,2012,democrat,120302.0
NY-20,2012,conservative,14676.0
NY-20,2012,independence,10291.0
NY-20,2012,working families,12017.0
NY-20,2012,democrat,181092.0
NY-20,2012,republican,79102.0
NY-21,2012,conservative,12877.0
NY-21,2012,republican,104368.0
NY-21,2012,democrat,117856.0
NY-21,2012,green,4174.0
NY-21,2012,working families,8775.0
NY-21,2012,independence,4401.0
NY-22,2012,republican,145042.0
NY-22,2012,independence,12899.0
NY-22,2012,democrat,102080.0
NY-23,2012,democrat,114590.0
NY-23,2012,republican,117641.0
NY-23,2012,working families,12945.0
NY-23,2012,independence,5755.0
NY-23,2012,conservative,14273.0
NY-24,2012,green,22670.0
NY-24,2012,independence,4989.0
NY-24,2012,republican,105584.0
NY-24,2012,working families,9136.0
NY-24,2012,conservative,16481.0
NY-24,2012,democrat,133908.0
NY-25,2012,working families,11049.0
NY-25,2012,conservative,18543.0
NY-25,2012,democrat,168761.0
NY-25,2012,independence,5554.0
NY-25,2012,republican,109292.0
NY-26,2012,working families,17354.0
NY-26,2012,independence,4055.0
NY-26,2012,republican,57368.0
NY-26,2012,conservative,10243.0
NY-26,2012,democrat,195234.0
NY-27,2012,democrat,140008.0
NY-27,2012,republican,137250.0
NY-27,2012,conservative,23970.0
NY-27,2012,working families,16211.0
NC-01,2012,libertarian,6134.0
NC-01,2012,democrat,254644.0
NC-01,2012,republican,77288.0
NC-02,2012,libertarian,8358.0
NC-02,2012,republican,174066.0
NC-02,2012,democrat,128973.0
NC-03,2012,republican,195571.0
NC-03,2012,democrat,114314.0
NC-04,2012,republican,88951.0
NC-04,2012,democrat,259534.0
NC-05,2012,republican,200945.0
NC-05,2012,democrat,148252.0
NC-06,2012,republican,222116.0
NC-06,2012,democrat,142467.0
NC-07,2012,democrat,168695.0
NC-07,2012,republican,168041.0
NC-08,2012,democrat,137139.0
NC-08,2012,republican,160695.0
NC-09,2012,republican,194537.0
NC-09,2012,democrat,171503.0
NC-09,2012,libertarian,9650.0
NC-10,2012,democrat,144023.0
NC-10,2012,republican,190826.0
NC-11,2012,democrat,141107.0
NC-11,2012,republican,190319.0
NC-12,2012,republican,63317.0
NC-12,2012,democrat,247591.0
NC-13,2012,republican,210495.0
NC-13,2012,democrat,160115.0
ND-00,2012,democratic-nonpartisan league,131870.0
ND-00,2012,libertarian,10261.0
ND-00,2012,republican,173585.0
OH-01,2012,libertarian,9674.0
OH-01,2012,republican,201907.0
OH-01,2012,green,6645.0
OH-01,2012,democrat,131490.0
OH-02,2012,republican,194296.0
OH-02,2012,democrat,137077.0
OH-03,2012,republican,77901.0
OH-03,2012,green,6387.0
OH-03,2012,democrat,201897.0
OH-03,2012,libertarian,9462.0
OH-04,2012,libertarian,16141.0
OH-04,2012,democrat,114214.0
OH-04,2012,republican,182643.0
OH-05,2012,republican,201514.0
OH-05,2012,libertarian,12558.0
OH-05,2012,democrat,137806.0
OH-06,2012,republican,164536.0
OH-06,2012,democrat,144444.0
OH-07,2012,republican,178104.0
OH-07,2012,democrat,137708.0
OH-08,2012,republican,246378.0
OH-09,2012,democrat,217771.0
OH-09,2012,republican,68668.0
OH-09,2012,libertarian,11725.0
OH-10,2012,libertarian,10373.0
OH-10,2012,republican,208201.0
OH-10,2012,democrat,131097.0
OH-11,2012,democrat,258359.0
OH-12,2012,democrat,134605.0
OH-12,2012,republican,233869.0
OH-13,2012,democrat,235492.0
OH-13,2012,republican,88120.0
OH-14,2012,democrat,131637.0
OH-14,2012,libertarian,11536.0
OH-14,2012,green,13038.0
OH-14,2012,republican,183657.0
OH-15,2012,republican,205274.0
OH-15,2012,democrat,128188.0
OH-16,2012,democrat,170600.0
OH-16,2012,republican,185165.0
OK-01,2012,democrat,91421.0
OK-01,2012,republican,181084.0
OK-01,2012,independent,12807.0
OK-02,2012,democrat,96081.0
OK-02,2012,republican,143701.0
OK-02,2012,independent,10830.0
OK-03,2012,democrat,53472.0
OK-03,2012,independent,12787.0
OK-03,2012,republican,201744.0
OK-04,2012,independent,11745.0
OK-04,2012,democrat,71846.0
OK-04,2012,republican,176740.0
OK-05,2012,independent,5394.0
OK-05,2012,republican,153603.0
OK-05,2012,democrat,97504.0
OR-01,2012,constitution,8918.0
OR-01,2012,republican,109699.0
OR-01,2012,democrat,197845.0
OR-01,2012,progressive,15009.0
OR-02,2012,democrat,96741.0
OR-02,2012,libertarian,7025.0
OR-02,2012,republican,228043.0
OR-03,2012,republican,70325.0
OR-03,2012,libertarian,6640.0
OR-03,2012,democrat,264979.0
OR-03,2012,pacific green,13159.0
OR-04,2012,democrat,212866.0
OR-04,2012,republican,140549.0
OR-04,2012,libertarian,6205.0
OR-05,2012,pacific green,7516.0
OR-05,2012,constitution,3600.0
OR-05,2012,democrat,177229.0
OR-05,2012,republican,139223.0
PA-01,2012,republican,41708.0
PA-01,2012,democrat,235394.0
PA-02,2012,independent,4829.0
PA-02,2012,republican,33381.0
PA-02,2012,democrat,318176.0
PA-03,2012,democrat,123933.0
PA-03,2012,republican,165826.0
PA-03,2012,independent,12755.0
PA-04,2012,libertarian,6210.0
PA-04,2012,republican,181603.0
PA-04,2012,independent,11524.0
PA-04,2012,democrat,104643.0
PA-05,2012,democrat,104725.0
PA-05,2012,republican,177740.0
PA-06,2012,democrat,143803.0
PA-06,2012,republican,191725.0
PA-07,2012,democrat,143509.0
PA-07,2012,republican,209942.0
PA-08,2012,democrat,152859.0
PA-08,2012,republican,199379.0
PA-09,2012,republican,169177.0
PA-09,2012,democrat,105128.0
PA-10,2012,democrat,94227.0
PA-10,2012,republican,179563.0
PA-11,2012,republican,166967.0
PA-11,2012,democrat,118231.0
PA-12,2012,democrat,163589.0
PA-12,2012,republican,175352.0
PA-13,2012,democrat,209901.0
PA-13,2012,republican,93918.0
PA-14,2012,republican,75702.0
PA-14,2012,democrat,251932.0
PA-15,2012,republican,168960.0
PA-15,2012,democrat,128764.0
PA-16,2012,independent,12250.0
PA-16,2012,bednarski for congress,5154.0
PA-16,2012,republican,156192.0
PA-16,2012,democrat,111185.0
PA-17,2012,democrat,161393.0
PA-17,2012,republican,106208.0
PA-18,2012,democrat,122146.0
PA-18,2012,republican,216727.0
RI-01,2012,republican,83737.0
RI-01,2012,independent,12504.0
RI-01,2012,democrat,108612.0
RI-02,2012,republican,78189.0
RI-02,2012,democrat,124067.0
RI-02,2012,independent,20212.0
SC-01,2012,democrat,98154.0
SC-01,2012,libertarian,6334.0
SC-01,2012,working families,5403.0
SC-01,2012,republican,179908.0
SC-02,2012,republican,196116.0
SC-03,2012,republican,169512.0
SC-03,2012,democrat,84735.0
SC-04,2012,green,3390.0
SC-04,2012,working families,5877.0
SC-04,2012,republican,173201.0
SC-04,2012,democrat,84087.0
SC-05,2012,republican,154324.0
SC-05,2012,democrat,113904.0
SC-05,2012,working families,9539.0
SC-06,2012,green,12920.0
SC-06,2012,democrat,218717.0
SC-07,2012,working families,7795.0
SC-07,2012,democrat,114594.0
SC-07,2012,republican,153068.0
SD-00,2012,republican,207640.0
SD-00,2012,democrat,153789.0
TN-01,2012,democrat,47663.0
TN-01,2012,independent,4837.0
TN-01,2012,green,2872.0
TN-01,2012,republican,182252.0
TN-02,2012,independent,4382.0
TN-02,2012,green,5733.0
TN-02,2012,republican,196894.0
TN-02,2012,democrat,54522.0
TN-03,2012,democrat,91094.0
TN-03,2012,independent,7905.0
TN-03,2012,republican,157830.0
TN-04,2012,republican,128568.0
TN-04,2012,democrat,102022.0
TN-05,2012,republican,86240.0
TN-05,2012,green,5222.0
TN-05,2012,democrat,171621.0
TN-06,2012,republican,184383.0
TN-06,2012,independent,34766.0
TN-06,2012,green,21633.0
TN-07,2012,democrat,61679.0
TN-07,2012,republican,182730.0
TN-07,2012,independent,4256.0
TN-07,2012,green,4640.0
TN-08,2012,republican,190923.0
TN-08,2012,democrat,79490.0
TN-08,2012,independent,6139.0
TN-09,2012,independent,1448.0
TN-09,2012,republican,59742.0
TN-09,2012,democrat,188422.0
TX-01,2012,republican,178322.0
TX-01,2012,libertarian,4114.0
TX-01,2012,democrat,67222.0
TX-02,2012,libertarian,4140.0
TX-02,2012,republican,159664.0
TX-02,2012,democrat,80512.0
TX-02,2012,green,2012.0
TX-03,2012,republican,187180.0
TX-04,2012,libertarian,7262.0
TX-04,2012,democrat,60214.0
TX-04,2012,republican,182679.0
TX-05,2012,republican,134091.0
TX-05,2012,libertarian,4961.0
TX-05,2012,democrat,69178.0
TX-06,2012,libertarian,4847.0
TX-06,2012,republican,145019.0
TX-06,2012,democrat,98053.0
TX-06,2012,green,2017.0
TX-07,2012,democrat,85553.0
TX-07,2012,libertarian,4669.0
TX-07,2012,green,1822.0
TX-07,2012,republican,142793.0
TX-08,2012,libertarian,5958.0
TX-08,2012,republican,194043.0
TX-08,2012,democrat,51051.0
TX-09,2012,democrat,144075.0
TX-09,2012,republican,36139.0
TX-09,2012,libertarian,1609.0
TX-09,2012,green,1743.0
TX-10,2012,republican,159783.0
TX-10,2012,libertarian,8526.0
TX-10,2012,democrat,95710.0
TX-11,2012,democrat,41970.0
TX-11,2012,libertarian,6311.0
TX-11,2012,republican,177742.0
TX-12,2012,libertarian,5983.0
TX-12,2012,democrat,66080.0
TX-12,2012,republican,175649.0
TX-13,2012,green,5912.0
TX-13,2012,republican,187775.0
TX-13,2012,libertarian,12701.0
TX-14,2012,democrat,109697.0
TX-14,2012,green,1063.0
TX-14,2012,libertarian,3619.0
TX-14,2012,republican,131460.0
TX-15,2012,libertarian,3309.0
TX-15,2012,republican,54056.0
TX-15,2012,democrat,89296.0
TX-16,2012,republican,51043.0
TX-16,2012,democrat,101403.0
TX-16,2012,libertarian,2559.0
TX-17,2012,libertarian,35978.0
TX-17,2012,republican,143284.0
TX-18,2012,democrat,146223.0
TX-18,2012,libertarian,4694.0
TX-18,2012,republican,44015.0
TX-19,2012,libertarian,28824.0
TX-19,2012,republican,163239.0
TX-20,2012,republican,62376.0
TX-20,2012,green,1626.0
TX-20,2012,libertarian,3143.0
TX-20,2012,democrat,119032.0
TX-21,2012,republican,187015.0
TX-21,2012,democrat,109326.0
TX-21,2012,libertarian,12524.0
TX-22,2012,green,4054.0
TX-22,2012,republican,160668.0
TX-22,2012,libertarian,5986.0
TX-22,2012,democrat,80203.0
TX-23,2012,democrat,96676.0
TX-23,2012,republican,87547.0
TX-23,2012,green,2105.0
TX-23,2012,libertarian,5841.0
TX-24,2012,libertarian,7258.0
TX-24,2012,republican,148586.0
TX-24,2012,democrat,87645.0
TX-25,2012,republican,154245.0
TX-25,2012,democrat,98827.0
TX-25,2012,libertarian,10860.0
TX-26,2012,libertarian,7844.0
TX-26,2012,republican,176642.0
TX-26,2012,democrat,74237.0
TX-27,2012,independent,5354.0
TX-27,2012,republican,120684.0
TX-27,2012,libertarian,3218.0
TX-27,2012,democrat,83395.0
TX-28,2012,republican,49309.0
TX-28,2012,libertarian,2473.0
TX-28,2012,democrat,112456.0
TX-28,2012,green,1407.0
TX-29,2012,libertarian,4996.0
TX-29,2012,green,4562.0
TX-29,2012,democrat,86053.0
TX-30,2012,libertarian,4733.0
TX-30,2012,democrat,171059.0
TX-30,2012,republican,41222.0
TX-31,2012,republican,145348.0
TX-31,2012,libertarian,8862.0
TX-31,2012,democrat,82977.0
TX-32,2012,republican,146653.0
TX-32,2012,democrat,99288.0
TX-32,2012,libertarian,5695.0
TX-33,2012,republican,30252.0
TX-33,2012,green,2009.0
TX-33,2012,democrat,85114.0
TX-34,2012,democrat,89606.0
TX-34,2012,libertarian,2724.0
TX-34,2012,republican,52448.0
TX-35,2012,libertarian,4082.0
TX-35,2012,green,2540.0
TX-35,2012,democrat,105626.0
TX-35,2012,republican,52894.0
TX-36,2012,republican,165405.0
TX-36,2012,libertarian,6284.0
TX-36,2012,democrat,62143.0
UT-01,2012,republican,175487.0
UT-01,2012,democrat,60611.0
UT-01,2012,constitution,9430.0
UT-02,2012,democrat,83176.0
UT-02,2012,republican,154523.0
UT-02,2012,constitution,5051.0
UT-02,2012,none,2971.0
UT-03,2012,democrat,60719.0
UT-03,2012,republican,198828.0
UT-04,2012,democrat,119803.0
UT-04,2012,libertarian,6439.0
UT-04,2012,republican,119035.0
VT-00,2012,liberty union,4065.0
VT-00,2012,republican,67543.0
VT-00,2012,votekiss,1153.0
VT-00,2012,independent,8302.0
VT-00,2012,democrat,208600.0
VA-01,2012,republican,200845.0
VA-01,2012,independent green,8308.0
VA-01,2012,democrat,147036.0
VA-02,2012,republican,166231.0
VA-02,2012,democrat,142548.0
VA-03,2012,republican,58931.0
VA-03,2012,democrat,259199.0
VA-04,2012,republican,199292.0
VA-04,2012,democrat,150190.0
VA-05,2012,democrat,149214.0
VA-05,2012,republican,193009.0
VA-05,2012,independent green,5500.0
VA-06,2012,democrat,111949.0
VA-06,2012,republican,211278.0
VA-07,2012,democrat,158012.0
VA-07,2012,republican,222983.0
VA-08,2012,independent green,5985.0
VA-08,2012,democrat,226847.0
VA-08,2012,independent,10180.0
VA-08,2012,republican,107370.0
VA-09,2012,republican,184882.0
VA-09,2012,democrat,116400.0
VA-10,2012,republican,214038.0
VA-10,2012,independent,9855.0
VA-10,2012,democrat,142024.0
VA-11,2012,democrat,202606.0
VA-11,2012,independent,3806.0
VA-11,2012,republican,117902.0
VA-11,2012,independent green,1919.0
VA-11,2012,green,2195.0
WA-01,2012,republican,151187.0
WA-01,2012,democrat,177025.0
WA-02,2012,republican,117465.0
WA-02,2012,democrat,184826.0
WA-03,2012,democrat,116438.0
WA-03,2012,republican,177446.0
WA-04,2012,republican,154749.0
WA-04,2012,democrat,78940.0
WA-05,2012,democrat,117512.0
WA-05,2012,republican,191066.0
WA-06,2012,democrat,186661.0
WA-06,2012,republican,129725.0
WA-07,2012,democrat,298368.0
WA-07,2012,republican,76212.0
WA-08,2012,democrat,121886.0
WA-08,2012,republican,180204.0
WA-09,2012,democrat,192034.0
WA-09,2012,republican,76105.0
WA-10,2012,republican,115381.0
WA-10,2012,democrat,163036.0
WV-01,2012,republican,133809.0
WV-01,2012,democrat,80342.0
WV-02,2012,republican,158206.0
WV-02,2012,democrat,68560.0
WV-03,2012,democrat,108199.0
WV-03,2012,republican,92238.0
WI-01,2012,democrat,158414.0
WI-01,2012,republican,200423.0
WI-01,2012,libertarian,6054.0
WI-02,2012,democrat,265422.0
WI-02,2012,republican,124683.0
WI-03,2012,democrat,217712.0
WI-03,2012,republican,121713.0
WI-04,2012,independent,9277.0
WI-04,2012,republican,80787.0
WI-04,2012,democrat,235257.0
WI-05,2012,democrat,118478.0
WI-05,2012,republican,250335.0
WI-06,2012,republican,223460.0
WI-06,2012,democrat,135921.0
WI-07,2012,republican,201720.0
WI-07,2012,democrat,157524.0
WI-08,2012,republican,198874.0
WI-08,2012,democrat,156287.0
WY-00,2012,country party,3775.0
WY-00,2012,constitution,4963.0
